Det. ID: 0, ID: 5513, Fem: 19, Asic: 2, Channel: 52, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 2 52
Det. ID: 0, ID: 5558, Fem: 19, Asic: 3, Channel: 27, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 27
Det. ID: 0, ID: 5559, Fem: 19, Asic: 3, Channel: 28, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 28
Det. ID: 0, ID: 5560, Fem: 19, Asic: 3, Channel: 29, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 29
Det. ID: 0, ID: 5561, Fem: 19, Asic: 3, Channel: 30, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 30
Det. ID: 0, ID: 5562, Fem: 19, Asic: 3, Channel: 31, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 31
Det. ID: 0, ID: 5563, Fem: 19, Asic: 3, Channel: 32, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 32
Det. ID: 0, ID: 5564, Fem: 19, Asic: 3, Channel: 33, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 33
Det. ID: 0, ID: 5565, Fem: 19, Asic: 3, Channel: 34, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 34
Det. ID: 0, ID: 5566, Fem: 19, Asic: 3, Channel: 35, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 35
Det. ID: 0, ID: 5567, Fem: 19, Asic: 3, Channel: 36, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 36
Det. ID: 0, ID: 5568, Fem: 19, Asic: 3, Channel: 37, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 37
Det. ID: 0, ID: 5569, Fem: 19, Asic: 3, Channel: 38, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 38
Det. ID: 0, ID: 5570, Fem: 19, Asic: 3, Channel: 39, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 39
Det. ID: 0, ID: 5571, Fem: 19, Asic: 3, Channel: 40, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 40
Det. ID: 0, ID: 5572, Fem: 19, Asic: 3, Channel: 41, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 41
Det. ID: 0, ID: 5573, Fem: 19, Asic: 3, Channel: 42, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 42
Det. ID: 0, ID: 5574, Fem: 19, Asic: 3, Channel: 43, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 43
Det. ID: 0, ID: 5575, Fem: 19, Asic: 3, Channel: 44, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 44
Det. ID: 0, ID: 5576, Fem: 19, Asic: 3, Channel: 45, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 45
Det. ID: 0, ID: 5577, Fem: 19, Asic: 3, Channel: 46, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 46
Det. ID: 0, ID: 5578, Fem: 19, Asic: 3, Channel: 47, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 47
Det. ID: 0, ID: 5579, Fem: 19, Asic: 3, Channel: 48, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 48
Det. ID: 0, ID: 5580, Fem: 19, Asic: 3, Channel: 49, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 49
Det. ID: 0, ID: 5581, Fem: 19, Asic: 3, Channel: 50, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 50
Det. ID: 0, ID: 5582, Fem: 19, Asic: 3, Channel: 51, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 51
Det. ID: 0, ID: 5583, Fem: 19, Asic: 3, Channel: 52, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 52
Det. ID: 0, ID: 5584, Fem: 19, Asic: 3, Channel: 53, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 53
Det. ID: 0, ID: 5585, Fem: 19, Asic: 3, Channel: 54, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 54
Det. ID: 0, ID: 5586, Fem: 19, Asic: 3, Channel: 55, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 55
Det. ID: 0, ID: 5587, Fem: 19, Asic: 3, Channel: 56, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 56
Det. ID: 0, ID: 5588, Fem: 19, Asic: 3, Channel: 57, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 57
Det. ID: 0, ID: 5589, Fem: 19, Asic: 3, Channel: 58, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 58
Det. ID: 0, ID: 5590, Fem: 19, Asic: 3, Channel: 59, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 59
Det. ID: 0, ID: 5591, Fem: 19, Asic: 3, Channel: 60, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 60
Det. ID: 0, ID: 5592, Fem: 19, Asic: 3, Channel: 61, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 61
Det. ID: 0, ID: 5593, Fem: 19, Asic: 3, Channel: 62, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 62
Det. ID: 0, ID: 5594, Fem: 19, Asic: 3, Channel: 63, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 63
Det. ID: 0, ID: 5595, Fem: 19, Asic: 3, Channel: 64, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 64
Det. ID: 0, ID: 5596, Fem: 19, Asic: 3, Channel: 65, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 65
Det. ID: 0, ID: 5597, Fem: 19, Asic: 3, Channel: 66, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 66
Det. ID: 0, ID: 5598, Fem: 19, Asic: 3, Channel: 67, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 67
Det. ID: 0, ID: 5599, Fem: 19, Asic: 3, Channel: 68, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 68
Det. ID: 0, ID: 5600, Fem: 19, Asic: 3, Channel: 69, Pedestal: 250, Q ANALYZED: 1, X Pad: 0, Y Pad: 0, Map : Detector Det ID, Fem, Asic, Ch: 0 19 3 69
  RIBFROOT-Info : [src/TArtCalibMINOS.cc] Creating the MINOS detector objects...
done
  RIBFROOT-Info : [src/TArtAnalyzedMINOS.cc] Creating the AnalyzedMINOS detector objects...
  RIBFROOT-Info : [src/TArtStoreManager.cc] Regist data container in store manager : AnalyzedMINOS
  RIBFROOT-Info : [src/TArtTrackMINOS.cc] Creating the Track objects...
  RIBFROOT-Info : [src/TArtStoreManager.cc] Regist data container in store manager : TrackMINOS
  RIBFROOT-Info : [src/TArtVertexMINOS.cc] Creating the Vertex objects...
  RIBFROOT-Info : [TArtEventStore] Constructor
  RIBFROOT-Info : [src/TArtStoreManager.cc] regist raw data container in store manager : RawEvent
  RIBFROOT-Info : [src/TArtStoreManager.cc] Regist data container in store manager : EventInfo
  RIBFROOT-Info : [TArtFileDataSource] File = ridf/oldstuff/all-minos0081.ridf
  RIBFROOT-Info : [TArtFileDataSource] Size = 239.10 (MB)
  RIBFROOT-Info : [TArtFileDataSource] Format = RIDF
  RIBFROOT-Info : [TArtFileDataSource] Run name   = all-minos
  RIBFROOT-Info : [TArtFileDataSource] Run number = 0081
  RIBFROOT-Info : [TArtFileDataSource] Start time = 03:23:39
  RIBFROOT-Info : [TArtFileDataSource] Stop time  = 03:24:32
  RIBFROOT-Info : [TArtFileDataSource] Date       = 25-Oct-13
  RIBFROOT-Info : [TArtFileDataSource] Header     = run302minos at 2.10**5 Vmm 430V VLS 453V
  RIBFROOT-Info : [TArtFileDataSource] Ender      = 
  RIBFROOT-Info : [TArtMapper] Constructor
  RIBFROOT-Info : [TArtParserRIDF] Run number = 0081
Event : 0 Size : 717
Event : 1 Size : 851
Event : 2 Size : 559
Event : 3 Size : 941
Event : 4 Size : 729
Event : 5 Size : 525
Event : 6 Size : 718
Event : 7 Size : 588
Event : 8 Size : 940
Event : 9 Size : 662
Event : 10 Size : 568
Event : 11 Size : 772
